Customer_Key,Membership_Type,Baseline_HSIC_SoW,Recent_HSIC_SoW,SoW_Change_pp,SoW_Decline_pp,Recent_Total_Net_Sales,Recent_HSIC_Net_Sales,Recent_Non_HSIC_Net_Sales,Recent_Transaction_Count,Recent_HSIC_Transaction_Rows,HSIC_Recency_Days,Primary_Leakage_Method,Primary_Leakage_Spend,Top_Category,Top_Category_Spend,Silent_Attrition_Flag,HSIC_Dormant_Flag,High_Value_Low_SoW_Flag,Recoverable_Wallet,Opportunity_Score,Opportunity_Tier,Business_Segment,Strategic_Priority,Campaign_Segment,Recommended_Strategy
HSIC-09438,Prime,13.606074497449452,0.0,-13.606074497449452,13.606074497449452,11532.44,0.0,11532.44,30.0,0.0,311.0,Cash/UPI,6374.24,Electronics,6374.24,0,1,1,11532.44,75.09618699579397,Critical,Wallet Migrators,Win Back,High-Value Dormant,"High-priority reactivation campaign highlighting HSIC rewards versus non-reward payment methods, combined with a limited spend milestone."
HSIC-09439,Prime,0.0,0.0,0.0,0.0,630.86,0.0,630.86,13.0,0.0,999.0,Cash/UPI,630.86,Grocery,630.86,0,0,0,630.86,22.09508377577053,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09440,Prime,96.48739372102028,55.51495504005782,-40.97243868096245,40.97243868096245,13973.55,7757.41,6216.139999999999,72.0,1.0,95.0,MetroMart Wallet,3655.29,Large Appliances,7757.41,1,0,0,6216.139999999999,64.65420947390194,High,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09441,Prime,24.308762487464932,0.0,-24.308762487464932,24.308762487464932,12606.2,0.0,12606.2,36.0,0.0,307.0,MetroMart Wallet,11635.87,Large Appliances,9589.14,1,1,1,12606.2,78.68475487830104,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09442,Prime,0.0,29.859098319822476,29.859098319822476,-29.859098319822476,17664.8,5274.55,12390.25,45.0,1.0,58.0,Debit Card,9059.81,Large Appliances,7860.34,0,0,0,12390.25,62.72150589533201,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09443,Prime,0.0,0.0,0.0,0.0,1687.2600000000002,0.0,1687.2600000000002,12.0,0.0,999.0,Cash/UPI,2979.4,Electronics,2979.4,0,0,0,1687.2600000000002,29.669033992966977,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09444,Non-Prime,0.0,0.0,0.0,0.0,9805.62,0.0,9805.62,56.0,0.0,999.0,Cash/UPI,7064.23,Travel,5232.92,0,0,0,9805.62,61.36626904778323,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09445,Prime,0.0,70.41961270509874,70.41961270509874,-70.41961270509874,1927.73,1357.5,570.23,20.0,1.0,80.0,Debit Card,570.23,Grocery,1927.73,0,0,0,570.23,17.246776528994,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09446,Non-Prime,4.77205484681704,0.0,-4.77205484681704,4.77205484681704,10788.03,0.0,10788.03,36.0,0.0,356.0,MetroMart Wallet,10788.03,Large Appliances,9999.99,0,1,0,10788.03,72.64255671240433,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09447,Prime,0.0,8.646870980593958,8.646870980593958,-8.646870980593958,18247.41,1577.83,16669.58,102.0,1.0,52.0,Debit Card,14029.02,Electronics,12145.84,0,0,1,16669.58,66.69826932358822,Critical,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09448,Prime,12.409470827532786,0.0,-12.409470827532786,12.409470827532786,891.11,0.0,891.11,10.0,0.0,337.0,Debit Card,891.11,Kids And Toys,891.11,0,1,0,891.11,33.091429359442884,Low,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09449,Non-Prime,100.0,0.0,-100.0,100.0,9003.76,0.0,9003.76,8.0,0.0,298.0,Debit Card,9003.76,Travel,9003.76,1,1,0,9003.76,76.22767703233814,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09450,Non-Prime,0.0,54.73773981434165,54.73773981434165,-54.73773981434165,2954.8900000000003,1617.44,1337.45,24.0,1.0,177.0,MetroMart Wallet,886.45,Bill Payments,1617.44,0,0,0,1337.45,24.85968420326829,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09451,Non-Prime,93.97468698070055,0.0,-93.97468698070055,93.97468698070055,2867.34,0.0,2867.34,18.0,0.0,287.0,Other Bank Credit Card,1832.19,Electronics,1832.19,1,1,0,2867.34,52.36744121905813,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09452,Prime,0.0,0.0,0.0,0.0,7795.17,0.0,7795.17,96.0,0.0,999.0,Other Bank Credit Card,6123.5,Furniture,4389.82,0,0,0,7795.17,55.81638281734813,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09453,Prime,72.16019758075832,70.62928378860167,-1.5309137921566531,1.5309137921566531,2496.33,1763.14,733.19,22.0,1.0,41.0,MetroMart Wallet,733.19,Outdoor,1763.14,0,0,0,733.19,27.95249258774047,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09454,Prime,0.0,100.0,100.0,-100.0,8357.28,8357.28,0.0,4.0,1.0,35.0,,,Electronics,8357.28,0,0,0,0.0,20.514376335930496,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-09455,Non-Prime,57.68016652453045,0.0,-57.68016652453045,57.68016652453045,761.22,0.0,761.22,9.0,0.0,208.0,Debit Card,761.22,Beauty,761.22,1,1,0,761.22,35.51747914224643,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09456,Prime,0.0,0.0,0.0,0.0,3875.79,0.0,3875.79,33.0,0.0,999.0,Cash/UPI,2498.99,Kids And Toys,2443.96,0,0,0,3875.79,41.1028752671861,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09457,Non-Prime,100.0,0.0,-100.0,100.0,4398.96,0.0,4398.96,10.0,0.0,358.0,Other Bank Credit Card,4398.96,Travel,4398.96,1,1,0,4398.96,61.08494794180515,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09458,Prime,13.029570183670034,0.0,-13.029570183670034,13.029570183670034,5431.42,0.0,5431.42,11.0,0.0,358.0,Cash/UPI,5431.42,Large Appliances,5431.42,0,1,0,5431.42,56.93339309108461,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09459,Prime,14.406697586329347,0.0,-14.406697586329347,14.406697586329347,2314.34,0.0,2314.34,27.0,0.0,204.0,Debit Card,1343.84,Grocery,1915.31,0,1,0,2314.34,40.81017720471626,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09460,Non-Prime,0.0,0.0,0.0,0.0,5493.61,0.0,5493.61,4.0,0.0,999.0,MetroMart Wallet,5493.61,Electronics,5493.61,0,0,0,5493.61,47.877335723643384,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09461,Prime,0.0,0.0,0.0,0.0,10749.73,0.0,10749.73,27.0,0.0,999.0,Cash/UPI,7619.4,Large Appliances,7619.4,0,0,0,10749.73,64.42356753775081,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09462,Prime,0.0,0.0,0.0,0.0,13271.03,0.0,13271.03,35.0,0.0,999.0,MetroMart Wallet,5764.95,Large Appliances,5468.22,0,0,1,13271.03,69.32600151692753,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09463,Non-Prime,0.0,14.729557379967137,14.729557379967137,-14.729557379967137,13595.86,2002.61,11593.25,52.0,1.0,155.0,Cash/UPI,7299.73,Electronics,7299.73,0,0,1,11593.25,62.24781079776598,High,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09464,Non-Prime,77.41239326432286,0.0,-77.41239326432286,77.41239326432286,15753.37,0.0,15753.37,27.0,0.0,270.0,MetroMart Wallet,15753.37,Electronics,8152.05,1,1,1,15753.37,87.33020754326691,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09465,Prime,0.0,0.0,0.0,0.0,1911.73,0.0,1911.73,4.0,0.0,999.0,Cash/UPI,1911.73,Apparel,1911.73,0,0,0,1911.73,31.07667379162932,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09466,Non-Prime,52.5808069113888,0.0,-52.5808069113888,52.5808069113888,7383.219999999999,0.0,7383.219999999999,24.0,0.0,194.0,MetroMart Wallet,8963.2,Large Appliances,7222.05,1,1,0,7383.219999999999,66.35937392263669,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09467,Non-Prime,0.0,23.569621576444785,23.569621576444785,-23.569621576444785,36923.97,8702.84,28221.13,60.0,1.0,35.0,MetroMart Wallet,10761.45,Furniture,17459.68,0,0,0,28221.13,70.13238640281321,Critical,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09468,Prime,0.0,0.0,0.0,0.0,1589.89,0.0,1589.89,12.0,0.0,999.0,MetroMart Wallet,1589.89,Kids And Toys,1589.89,0,0,0,1589.89,29.052609804867956,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09469,Non-Prime,0.0,0.0,0.0,0.0,1877.99,0.0,1877.99,7.0,0.0,999.0,MetroMart Wallet,1877.99,Beauty,1877.99,0,0,0,1877.99,30.86361442460181,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09470,Prime,0.0,100.0,100.0,-100.0,7436.18,7436.18,0.0,6.0,1.0,163.0,,,Furniture,7436.18,0,0,0,0.0,22.235054816244915,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-09471,Prime,0.0,0.0,0.0,0.0,23530.36,0.0,23530.36,144.0,0.0,999.0,MetroMart Wallet,14972.18,Large Appliances,9279.75,0,0,1,23530.36,76.68378956078054,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09472,Non-Prime,0.0,0.0,0.0,0.0,4593.14,0.0,4593.14,7.0,0.0,999.0,MetroMart Wallet,4593.14,Electronics,4593.14,0,0,0,4593.14,44.22326415224437,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09473,Non-Prime,0.0,25.142004587759363,25.142004587759363,-25.142004587759363,28432.18,7148.42,21283.76,140.0,2.0,73.0,MetroMart Wallet,12774.51,Electronics,12872.009999999998,0,0,0,21283.76,69.93277252982142,Critical,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09474,Prime,0.0,0.0,0.0,0.0,3453.26,0.0,3453.26,6.0,0.0,999.0,MetroMart Wallet,3453.26,Outdoor,3453.26,0,0,0,3453.26,39.187409501482456,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09475,Prime,0.0,12.45156902219991,12.45156902219991,-12.45156902219991,19083.86,2376.24,16707.62,60.0,1.0,141.0,Cash/UPI,16098.71,Electronics,8962.630000000001,0,0,1,16707.62,68.62718058332759,Critical,Active HSIC Growers,Grow,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09476,Non-Prime,0.0,21.439369706336613,21.439369706336613,-21.439369706336613,18944.82,4061.65,14883.17,77.0,3.0,15.0,MetroMart Wallet,8126.04,Furniture,7161.59,0,0,0,14883.17,64.81141832724263,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09477,Non-Prime,38.126703664988845,0.0,-38.126703664988845,38.126703664988845,11567.1,0.0,11567.1,110.0,0.0,257.0,MetroMart Wallet,8283.65,Furniture,5422.33,1,1,1,11567.1,77.61807901813418,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09478,Non-Prime,31.37227389903625,25.9381883685884,-5.434085530447852,5.434085530447852,11957.62,3101.59,8856.029999999999,30.0,1.0,169.0,MetroMart Wallet,7208.69,Large Appliances,7208.69,0,0,0,8856.029999999999,66.42625663655797,Critical,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09479,Prime,0.0,0.0,0.0,0.0,6282.509999999999,0.0,6282.509999999999,24.0,0.0,999.0,Cash/UPI,5094.54,Electronics,3172.5299999999997,0,0,0,6282.509999999999,50.71330069640763,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09480,Non-Prime,32.75136286745019,0.0,-32.75136286745019,32.75136286745019,2801.54,0.0,2801.54,18.0,0.0,207.0,Other Bank Credit Card,4205.54,Furniture,4205.54,1,1,0,2801.54,45.96910983934358,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09481,Prime,0.0,0.0,0.0,0.0,5980.19,0.0,5980.19,22.0,0.0,999.0,MetroMart Wallet,5463.44,Large Appliances,5463.44,0,0,0,5980.19,49.56526235951183,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09482,Prime,0.0,100.0,100.0,-100.0,1191.93,1191.93,0.0,3.0,1.0,173.0,,,Kids And Toys,1191.93,0,0,0,0.0,15.482658760256498,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-09483,Non-Prime,0.0,0.0,0.0,0.0,1551.5,0.0,1551.5,9.0,0.0,999.0,Other Bank Credit Card,1551.5,Beauty,1551.5,0,0,0,1551.5,28.846790319244292,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09484,Prime,0.0,0.0,0.0,0.0,5209.71,0.0,5209.71,12.0,0.0,999.0,Cash/UPI,3174.33,Outdoor,3174.33,0,0,0,5209.71,46.72722884920362,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09485,Non-Prime,35.20990904091806,0.0,-35.20990904091806,35.20990904091806,3651.56,0.0,3651.56,20.0,0.0,342.0,MetroMart Wallet,2403.69,Electronics,2403.69,1,1,0,3651.56,52.4081224574226,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09486,Non-Prime,0.0,0.0,0.0,0.0,2143.0,0.0,2143.0,3.0,0.0,999.0,Cash/UPI,3468.47,Apparel,3468.47,0,0,0,2143.0,32.513273115907054,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09487,Non-Prime,11.882139165276325,0.0,-11.882139165276325,11.882139165276325,19933.13,0.0,19933.13,66.0,0.0,220.0,MetroMart Wallet,11706.62,Large Appliances,9999.99,0,1,1,19933.13,82.68806453837136,Critical,Wallet Migrators,Win Back,High-Value Dormant,High-priority HSIC reactivation: promote HSIC as preferred checkout payment and offer a limited-time reactivation milestone.
HSIC-09488,Prime,0.0,0.0,0.0,0.0,2104.119999999999,0.0,2104.119999999999,5.0,0.0,999.0,Cash/UPI,5033.15,Furniture,5033.15,0,0,0,2104.119999999999,32.28469971729987,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09489,Prime,67.00808392681026,0.0,-67.00808392681026,67.00808392681026,7408.61,0.0,7408.61,27.0,0.0,363.0,Debit Card,3795.58,Travel,6397.91,1,1,0,7408.61,70.11859615252017,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09490,Prime,0.0,100.0,100.0,-100.0,1706.52,1706.52,0.0,5.0,1.0,22.0,,,Grocery,1706.52,0,0,0,0.0,13.352065089981386,Low,HSIC-First Adopters,Protect,HSIC Champions,"Protect relationship with recognition, personalized reward reminders, and early access to MetroMart offers."
HSIC-09491,Non-Prime,44.12242266708495,22.90481333906508,-21.21760932801987,21.21760932801987,8304.63,1902.16,6402.469999999999,27.0,1.0,70.0,Cash/UPI,3989.35,Travel,7122.719999999999,1,0,0,6402.469999999999,58.6485554712818,High,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-09492,Prime,31.305196598905994,14.088831245213129,-17.216365353692865,17.216365353692865,4556.73,641.99,3914.74,33.0,1.0,97.0,Cash/UPI,2684.94,Outdoor,2684.94,1,0,0,3914.74,47.826656553816456,Medium,Active HSIC Growers,Grow,Silent Decliners,Personalized win-back communication based on the customer's dominant MetroMart category and alternative payment behavior.
HSIC-09493,Non-Prime,0.0,0.0,0.0,0.0,763.08,0.0,763.08,4.0,0.0,999.0,Debit Card,763.08,Apparel,763.08,0,0,0,763.08,23.02799420809488,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09494,Non-Prime,0.0,0.0,0.0,0.0,9704.8,0.0,9704.8,56.0,0.0,999.0,MetroMart Wallet,7314.78,Furniture,7314.78,0,0,0,9704.8,61.06529683513756,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09495,Non-Prime,19.333968152039816,0.0,-19.333968152039816,19.333968152039816,11142.6,0.0,11142.6,56.0,0.0,255.0,MetroMart Wallet,5305.04,Travel,4533.73,0,1,0,11142.6,74.26256636557954,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09496,Prime,0.0,0.0,0.0,0.0,668.88,0.0,668.88,4.0,0.0,999.0,MetroMart Wallet,668.88,Grocery,668.88,0,0,0,668.88,22.38467903192443,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09497,Non-Prime,0.0,0.0,0.0,0.0,16198.2,0.0,16198.2,27.0,0.0,999.0,MetroMart Wallet,15284.36,Travel,9999.99,0,0,1,16198.2,72.89526304902434,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09498,Prime,0.0,0.0,0.0,0.0,1163.87,0.0,1163.87,10.0,0.0,999.0,Cash/UPI,1163.87,Kids And Toys,1163.87,0,0,0,1163.87,26.08218989174653,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09499,Prime,0.0,0.0,0.0,0.0,509.76,0.0,509.76,2.0,0.0,999.0,Cash/UPI,509.76,Grocery,509.76,0,0,0,509.76,21.23974350134455,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09500,Prime,37.925384162778286,8.279585641244143,-29.645798521534143,29.645798521534143,15020.8,1243.66,13777.14,55.0,1.0,15.0,MetroMart Wallet,9932.81,Travel,8740.61,1,0,1,13777.14,76.50382679445632,Critical,Active HSIC Growers,Grow,High-Value Silent Decliners,"Targeted win-back campaign using recent spend behavior, category preference, and a time-bound HSIC spend milestone."
HSIC-09501,Prime,0.0,0.0,0.0,0.0,12941.35,0.0,12941.35,50.0,0.0,999.0,MetroMart Wallet,9789.27,Large Appliances,8507.16,0,0,1,12941.35,68.77370199269116,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09502,Prime,0.0,0.0,0.0,0.0,11566.46,0.0,11566.46,16.0,0.0,999.0,MetroMart Wallet,11566.46,Travel,9455.98,0,0,1,11566.46,66.28628559608357,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09503,Prime,8.37347702492816,0.0,-8.37347702492816,8.37347702492816,3211.97,0.0,3211.97,11.0,0.0,297.0,MetroMart Wallet,3211.97,Electronics,3211.97,0,1,0,3211.97,45.85085844308074,Medium,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09504,Non-Prime,63.713549201945256,79.80490113331999,16.09135193137473,-16.09135193137473,4099.46,3271.5699999999997,827.89,39.0,2.0,72.0,Cash/UPI,827.89,Grocery,3271.5699999999997,0,0,0,827.89,21.193890919120182,Low,Active HSIC Growers,Grow,Growing HSIC Users,Reinforce increasing HSIC usage with spend milestones and category-specific reward reminders.
HSIC-09505,Prime,0.0,0.0,0.0,0.0,2067.9,0.0,2067.9,8.0,0.0,999.0,Cash/UPI,2067.9,Kids And Toys,2067.9,0,0,0,2067.9,32.100599875887745,Low,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09506,Prime,0.0,32.445016457252926,32.445016457252926,-32.445016457252926,20100.56,6521.63,13578.93,85.0,1.0,48.0,MetroMart Wallet,10993.93,Electronics,9999.99,0,0,0,13578.93,64.43115217541198,High,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09507,Non-Prime,0.0,0.0,0.0,0.0,13337.56,0.0,13337.56,55.0,0.0,999.0,MetroMart Wallet,6870.28,Beauty,4183.85,0,0,1,13337.56,69.42632558780943,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09508,Prime,46.97555348307621,0.0,-46.97555348307621,46.97555348307621,3577.09,0.0,3577.09,24.0,0.0,203.0,MetroMart Wallet,3577.09,Beauty,1855.09,1,1,0,3577.09,51.21147348824381,High,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09509,Prime,0.0,0.0,0.0,0.0,7568.719999999999,0.0,7568.719999999999,42.0,0.0,999.0,Cash/UPI,5809.16,Travel,5809.16,0,0,0,7568.719999999999,55.0727435702958,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09510,Prime,28.70207790694771,0.0,-28.70207790694771,28.70207790694771,8204.36,0.0,8204.36,6.0,0.0,222.0,MetroMart Wallet,8204.36,Electronics,8204.36,1,1,0,8204.36,66.70137212990416,Critical,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09511,Non-Prime,0.0,0.0,0.0,0.0,9030.85,0.0,9030.85,18.0,0.0,999.0,MetroMart Wallet,9030.85,Electronics,7610.44,0,0,0,9030.85,59.405295456112526,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09512,Non-Prime,0.0,0.0,0.0,0.0,4377.15,0.0,4377.15,18.0,0.0,999.0,Debit Card,3065.3,Furniture,3065.3,0,0,0,4377.15,43.317244707991456,Medium,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09513,Prime,0.0,35.28724712003732,35.28724712003732,-35.28724712003732,2936.67,1036.27,1900.4,36.0,1.0,56.0,Cash/UPI,2360.74,Kids And Toys,2512.01,0,0,0,1900.4,25.319589050541268,Low,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09514,Non-Prime,0.0,0.0,0.0,0.0,9554.96,0.0,9554.96,12.0,0.0,999.0,MetroMart Wallet,9554.96,Electronics,9554.96,0,0,0,9554.96,60.7167482589809,High,Wallet Migrators,Win Back,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09515,Prime,0.0,43.077913047088245,43.077913047088245,-43.077913047088245,22160.73,9546.38,12614.35,105.0,1.0,139.0,Cash/UPI,12317.95,Furniture,9999.99,0,0,0,12614.35,65.36888919533891,Critical,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
HSIC-09516,Prime,0.0,0.0,0.0,0.0,12389.6,0.0,12389.6,18.0,0.0,999.0,MetroMart Wallet,9678.2,Travel,9678.2,0,0,1,12389.6,67.80148934703165,Critical,Wallet Migrators,Win Back,High-Value Low-SoW,Conversion campaign focused on moving a portion of large MetroMart spend onto HSIC using spend-threshold incentives.
HSIC-09517,Non-Prime,55.20220894683852,0.0,-55.20220894683852,55.20220894683852,372.13,0.0,372.13,10.0,0.0,305.0,Cash/UPI,372.13,Grocery,372.13,1,1,0,372.13,34.37081983037992,Low,Wallet Migrators,Win Back,Dormant Reactivation,"Low-cost reactivation journey with reward reminders, saved-card prompts, and a limited first-use-back incentive."
HSIC-09518,Prime,0.0,23.303754807830376,23.303754807830376,-23.303754807830376,33775.630000000005,7870.99,25904.64,126.0,1.0,123.0,MetroMart Wallet,12015.04,Large Appliances,19039.77,0,0,0,25904.64,71.67586016686201,Critical,Active HSIC Growers,Grow,General Growth,Maintain regular HSIC reward awareness and monitor future Share-of-Wallet movement.
